feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
mz638.47574592388_rt1529.763	Metabolomics_Round	R3	1.10691233490838	0.307710037627375	43	43	0.000913786855691018	0.00847668697301501
mz248.149511559939_rt336.4435	Metabolomics_Round	R3	1.71312452166154	0.20700539092002	43	43	0.000919707130441989	0.00852369907731223
mz665.465712399698_rt1530.264	Metabolomics_Round	R3	0.797288433752016	0.221844240103673	43	43	0.000922573353836048	0.0085423458688523
mz313.235252681972_rt1611.196	Metabolomics_Round	R3	-1.10679812119744	0.308006565250813	43	43	0.000923858903904226	0.00854633583630181
mz105.003382867664_rt239.038	Metabolomics_Round	R3	1.12025667261512	0.140536602659879	43	43	0.000934211094526742	0.00863411362778874
mz92.0421146511358_rt239.07	Metabolomics_Round	R3	0.916564629728779	0.0903470091384332	43	43	0.000940463688294353	0.00867586428315823
mz104.04909418939_rt239.116	Metabolomics_Round	R3	1.06576926467334	0.0940565101545885	43	43	0.000940051636600748	0.00867586428315823
mz262.134569384659_rt727.108	Metabolomics_Round	R3	0.402779669553242	0.11242466131956	43	43	0.000952702246542852	0.00878066586675439
mz253.179858607589_rt1461.0495	Metabolomics_Round	R3	-0.526944019275638	0.147096837815797	43	43	0.000953708267441695	0.00878184408325686
mz772.349568862985_rt772.316	Metabolomics_Round	R3	0.374601466769509	0.104586786313431	43	43	0.000955247641771687	0.00878792678722803
mz405.854701286432_rt254.7605	Metabolomics_Round	R3	-0.373977603426358	0.104508341045163	43	43	0.000964236248803729	0.0088624655220931
mz314.184050828041_rt952.1295	EE_average_per_hour_residual	EE_average_per_hour_residual	0.438534064038861	0.122611488235828	43	43	0.000969292221415141	0.00890075501758623
mz722.284124804056_rt8.6645	Metabolomics_Round	R3	1.80701334383828	0.505306600088918	43	43	0.000970791578291773	0.00890203737917232
mz216.159652198393_rt940.034	EE_average_per_hour_residual	EE_average_per_hour_residual	0.551484891937736	0.154221766055654	43	43	0.0009712122780677	0.00890203737917232
mz278.247100338064_rt1374.61	Metabolomics_Round	R3	0.296798392365899	0.0831017967175955	43	43	0.000983527727265985	0.00899969028624476
mz262.129495948452_rt310.48	Metabolomics_Round	R3	-0.57393932818273	0.160701842074218	43	43	0.000983666148286553	0.00899969028624476
mz465.40918421185_rt5.098	Metabolomics_Round	R3	-0.328743621542726	0.0920979716511378	43	43	0.000989166719794971	0.00904174332536537
mz393.297845140982_rt4.428	Metabolomics_Round	R3	-0.30654906291529	0.0859050912149022	43	43	0.000992095434642886	0.00906023227984371
