feature	Corticosterone	Glutamic_acid	Glutamine	Histamine	Indolelactic_acid	Kynurenic_acid	Kynurenine	Serotonin	Thyroxine	Tryptophan	GABA
R3_S29_6376	0.00188294556343381	0.0113259871923937	0.0718101472076698	0.000990932026451369	0.000992627771985122	0.0013184164593789	0.00524221746579874	0.185847287220805	0.000521672989656415	0.717628410459009	0.00243935564341801
R3_S3_6383	0.00195962187497936	0.0144321068326404	0.0755532667034235	0.000679103373902831	0.00132457641752798	0.00069269745221313	0.0057867643795185	0.0738046533130598	0.000519632278543866	0.822505395183951	0.00274218219023968
R3_S31_6430	0.00211767173798287	0.0170882149019484	0.0658835475051803	0.000903254335305658	0.00122426589349448	0.000932898292665632	0.00483403323274741	0.127858179762533	0.000769708799823515	0.775919110405521	0.00246911513279705
R3_S32_6371	0.00291819149294677	0.012378326732752	0.0695077915601862	0.000751159584293243	0.000629636722122147	0.00145365674369079	0.00428651139297923	0.168903502811032	0.000464379837576725	0.736316612299579	0.00239023082284209
R3_S35_6427	0.00290383456349516	0.0152571694711741	0.0718458146502882	0.0014863327049146	0.000905553975761262	0.00116941540042035	0.00554711630953698	0.111150827526974	0.000587750437194039	0.787115822699066	0.00203036226117543
R3_S37_6420	0.00379826212760585	0.010280672980093	0.0528689285699411	0.000920825791712728	0.00155663766064586	0.00222195449200759	0.00673054357223103	0.138272346960695	0.000614184932187009	0.777815590070898	0.00492005284198271
R3_S38_6388	0.00280731394327058	0.0125906863852505	0.0673857745306646	0.00114771245031541	0.000934099854361286	0.00113061077473124	0.00450914179569283	0.1814364267379	0.000523554074442538	0.724865867969153	0.00266881148421853
R3_S4_6463	0.00163595582948551	0.015789356742603	0.0591717905094477	0.000855197719595489	0.000822685309960216	0.00112278698551256	0.00388048371268453	0.121997482108446	0.000349393333918306	0.792883606786968	0.00149126096137898
R3_S40_6416	0.000429329278899999	0.012991292182953	0.0612877473593547	0.00138064883214604	0.000938358044954482	0.000885574370762897	0.00601265065271398	0.139138702810044	0.000557400011891494	0.774341464372454	0.00203683208382555
R3_S43_6421	0.000995276764201224	0.0133838853057193	0.0601201744291132	0.000831439364213679	0.00129935816850444	0.00165143643782254	0.00593591608446841	0.158267130906386	0.000837363027933872	0.754796977817651	0.00188104169398556
R3_S6_6418	0.00376789174458613	0.0135572212988227	0.09516325755836	0.000887084839081079	0.000734485389836954	0.000955480012079264	0.00624354184264695	0.180521154577085	0.000338758573803661	0.69467651468405	0.00315460947964864
R3_S8_6382	0.00287729083402978	0.0123709448882782	0.0554910069517467	0.000701920335503399	0.000798630672804234	0.000668192024938856	0.00407310507892636	0.176261407155248	0.0003801716707688	0.745049177903034	0.00132815248472116
